NumberOfSamplePoint, frequency, freq_position, freq_true, S_real, S_imag, S_abs, S_dB
8971,3,428.55,3.003,-0.85511,0.3887,0.93931,-0.54384
8971,4,571.4,3.997,0.6851,0.68047,0.96561,-0.30397
8971,5,714.25,4.998,0.032626,0.010707,0.034338,-29.284
8971,6,857.1,5.999,0.013376,-0.014275,0.019562,-34.172
8971,7,999.95,7,-0.0041339,-0.0090419,0.0099421,-40.05
8972,0,0,0,1,0,1,-1.9829e-10
8972,1,142.85,1.001,0.41039,-0.87857,0.96969,-0.26735
8972,2,285.7,2.002,-0.59227,-0.7258,0.93679,-0.56714
8972,3,428.55,3.003,-0.90488,0.32746,0.96231,-0.33374
8972,4,571.4,3.997,0.40886,0.88616,0.97593,-0.21162
8972,5,714.25,4.998,-0.050395,-0.080147,0.094674,-20.475
8972,6,857.1,5.999,0.029851,-0.019125,0.035452,-29.007
8972,7,999.95,7,-0.0003747,-0.00057433,0.00068575,-63.277
8973,0,0,0,1,0,1,-2.0736e-10
8973,1,142.85,1.001,0.35035,-0.89575,0.96183,-0.33807
8973,2,285.7,2.002,-0.67114,-0.64399,0.93014,-0.62907
8973,3,428.55,3.003,-0.8125,0.53466,0.97264,-0.24097
8973,4,571.4,3.997,0.80245,0.53905,0.9667,-0.29421
8973,5,714.25,4.998,0.013497,0.0025276,0.013732,-37.246
8973,6,857.1,5.999,0.015085,-0.014792,0.021127,-33.503
8973,7,999.95,7,-0.0052001,-0.01168,0.012786,-37.866
8974,0,0,0,1,0,1,-2.0035e-10
8974,1,142.85,1.001,0.37852,-0.89379,0.97064,-0.25883
8974,2,285.7,2.002,-0.65099,-0.68081,0.94196,-0.51933
8974,3,428.55,3.003,-0.85492,0.45269,0.96737,-0.28813
8974,4,571.4,3.997,0.61083,0.7529,0.96952,-0.26885
8974,5,714.25,4.998,-0.045981,-0.066073,0.080497,-21.884
8974,6,857.1,5.999,0.028932,-0.01696,0.033536,-29.49
8974,7,999.95,7,0.00012989,-0.00012017,0.00017695,-75.043
8975,0,0,0,1,0,1,-2.09e-10
8975,1,142.85,1.001,0.35333,-0.89685,0.96395,-0.31895
8975,2,285.7,2.002,-0.67211,-0.64909,0.93437,-0.58961
8975,3,428.55,3.003,-0.82135,0.52323,0.97385,-0.23013
8975,4,571.4,3.997,0.74743,0.61811,0.9699,-0.26547
8975,5,714.25,4.998,-0.0025159,-0.0066058,0.0070687,-43.013
8975,6,857.1,5.999,0.023353,-0.019745,0.030581,-30.291
8975,7,999.95,7,-0.00075481,-0.0013653,0.0015601,-56.137
8976,0,0,0,1,0,1,-2.0708e-10
8976,1,142.85,1.001,0.34845,-0.90116,0.96618,-0.29887
8976,2,285.7,2.002,-0.68473,-0.64217,0.93874,-0.54906
8976,3,428.55,3.003,-0.81643,0.53083,0.97382,-0.23041
8976,4,571.4,3.997,0.69863,0.6772,0.97297,-0.23798
8976,5,714.25,4.998,-0.051759,-0.058091,0.077805,-22.18
8976,6,857.1,5.999,0.031777,-0.02044,0.037783,-28.454
8976,7,999.95,7,0.00055973,-0.0030235,0.0030749,-50.243
8977,0,0,0,1,0,1,-2.2156e-10
8977,1,142.85,1.001,0.32268,-0.90318,0.95909,-0.36282
8977,2,285.7,2.002,-0.7123,-0.60098,0.93196,-0.61207
8977,3,428.55,3.003,-0.72574,0.66176,0.98215,-0.15641
8977,4,571.4,3.997,0.94313,0.16307,0.95713,-0.3806
8977,5,714.25,4.998,0.0061625,-0.00089234,0.0062267,-44.115
8977,6,857.1,5.999,0.0010396,-0.0013506,0.0017044,-55.369
8977,7,999.95,7,-0.049584,-0.059061,0.077115,-22.257
8978,0,0,0,1,0,1,-2.1598e-10
8978,1,142.85,1.001,0.30329,-0.90888,0.95815,-0.37133
8978,2,285.7,2.002,-0.7382,-0.57052,0.93297,-0.60269
8978,3,428.55,3.003,-0.67277,0.71565,0.98223,-0.15576
8978,4,571.4,3.997,0.91205,-0.086638,0.91616,-0.76061
8978,5,714.25,4.998,0.018925,0.00090042,0.018947,-34.449
8978,6,857.1,5.999,0.0026139,-0.0035097,0.0043761,-47.178
8978,7,999.95,7,-0.042229,-0.055841,0.070011,-23.097
8979,0,0,0,1,0,1,-2.0648e-10
8979,1,142.85,1.001,0.35935,-0.8938,0.96333,-0.32447
8979,2,285.7,2.002,-0.65925,-0.65747,0.93106,-0.62043
8979,3,428.55,3.003,-0.83504,0.49261,0.96951,-0.26895
8979,4,571.4,3.997,0.70393,0.66891,0.97106,-0.2551
8979,5,714.25,4.998,-0.012195,-0.014236,0.018745,-34.542
8979,6,857.1,5.999,0.024306,-0.019615,0.031234,-30.107
8979,7,999.95,7,-0.00043099,-0.00062957,0.00076296,-62.35
8980,0,0,0,1,0,1,-2.0453e-10
8980,1,142.85,1.001,0.36168,-0.89678,0.96697,-0.29178
8980,2,285.7,2.002,-0.66685,-0.66014,0.93834,-0.55279
8980,3,428.55,3.003,-0.83528,0.49596,0.97142,-0.25182
8980,4,571.4,3.997,0.68886,0.68268,0.96984,-0.26601
8980,5,714.25,4.998,-0.0083396,-0.014558,0.016778,-35.505
8980,6,857.1,5.999,0.04015,-0.026196,0.04794,-26.386
8980,7,999.95,7,0.00056363,-0.0026734,0.0027321,-51.27
8981,0,0,0,1,0,1,-2.0322e-10
8981,1,142.85,1.001,0.39729,-0.86663,0.95336,-0.41486
8981,2,285.7,2.002,-0.55902,-0.70381,0.8988,-0.92669
8981,3,428.55,3.003,-0.88926,0.28942,0.93517,-0.5822
8981,4,571.4,3.997,0.491,0.8379,0.97116,-0.25416
8981,5,714.25,4.998,0.016974,0.0031742,0.017268,-35.255
8981,6,857.1,5.999,0.011507,-0.012495,0.016986,-35.398
8981,7,999.95,7,-0.0078937,-0.016553,0.018339,-34.733
8982,0,0,0,1,0,1,-2.042e-10
8982,1,142.85,1.001,0.36017,-0.89797,0.96751,-0.28693
8982,2,285.7,2.002,-0.6741,-0.65368,0.93899,-0.5468
8982,3,428.55,3.003,-0.81534,0.52871,0.97176,-0.24886
8982,4,571.4,3.997,0.79667,0.53173,0.95782,-0.37431
8982,5,714.25,4.998,0.0085314,0.0010801,0.0085995,-41.311
8982,6,857.1,5.999,0.017076,-0.014693,0.022528,-32.946
8982,7,999.95,7,-0.0036642,-0.0089787,0.0096976,-40.267
8983,0,0,0,1,0,1,-2.1008e-10
8983,1,142.85,1.001,0.33256,-0.90785,0.96684,-0.2929
8983,2,285.7,2.002,-0.71485,-0.61869,0.9454,-0.48766
8983,3,428.55,3.003,-0.77519,0.60398,0.98271,-0.15147
8983,4,571.4,3.997,0.77873,0.57535,0.96822,-0.28053
8983,5,714.25,4.998,-0.058407,-0.043258,0.072682,-22.772
8983,6,857.1,5.999,0.015324,-0.013075,0.020144,-33.917
8983,7,999.95,7,-0.0010205,-0.0021532,0.0023828,-52.458
8984,0,0,0,1,0,1,-1.9441e-10
8984,1,142.85,1.001,0.4339,-0.85636,0.96001,-0.35447
8984,2,285.7,2.002,-0.51218,-0.74867,0.90711,-0.84683
8984,3,428.55,3.003,-0.91194,0.15884,0.92567,-0.67091
8984,4,571.4,3.997,0.13774,0.96823,0.97798,-0.1934
8984,5,714.25,4.998,-0.094014,-0.22712,0.24581,-12.188
8984,6,857.1,5.999,0.021175,-0.015586,0.026292,-31.603
8984,7,999.95,7,-0.00096151,-0.0023772,0.0025643,-51.821
8985,0,0,0,1,0,1,-1.9543e-10
8985,1,142.85,1.001,0.41549,-0.86549,0.96005,-0.35408
8985,2,285.7,2.002,-0.54886,-0.72674,0.91072,-0.81233
8985,3,428.55,3.003,-0.90238,0.25129,0.93672,-0.56783
8985,4,571.4,3.997,0.36864,0.90237,0.97476,-0.22203
8985,5,714.25,4.998,-0.028463,-0.033229,0.043753,-27.18
8985,6,857.1,5.999,0.013651,-0.012287,0.018366,-34.719
8985,7,999.95,7,-0.0072255,-0.016848,0.018332,-34.736
8986,0,0,0,1,0,1,-2.1079e-10
8986,1,142.85,1.001,0.33156,-0.90178,0.9608,-0.34733
8986,2,285.7,2.002,-0.69809,-0.61654,0.93137,-0.61757
8986,3,428.55,3.003,-0.77236,0.59701,0.9762,-0.20926
8986,4,571.4,3.997,0.86142,0.43595,0.96545,-0.30536
8986,5,714.25,4.998,-0.0041401,-0.0050481,0.0065287,-43.704
8986,6,857.1,5.999,0.011089,-0.011431,0.015926,-35.958
8986,7,999.95,7,-0.0054727,-0.011893,0.013092,-37.66
8987,0,0,0,1,0,1,-2.0915e-10
8987,1,142.85,1.001,0.35316,-0.89674,0.96378,-0.32045
8987,2,285.7,2.002,-0.67098,-0.64841,0.93309,-0.60156
8987,3,428.55,3.003,-0.8216,0.51794,0.97123,-0.25353
8987,4,571.4,3.997,0.74625,0.61771,0.96874,-0.27586
8987,5,714.25,4.998,0.00072855,-0.0047929,0.004848,-46.289
8987,6,857.1,5.999,0.025751,-0.020705,0.033043,-29.618
8987,7,999.95,7,-0.00080019,-0.0014626,0.0016672,-55.56
8988,0,0,0,1,0,1,-2.1411e-10
8988,1,142.85,1.001,0.31909,-0.90289,0.95762,-0.37615
8988,2,285.7,2.002,-0.71039,-0.60387,0.93237,-0.60823
8988,3,428.55,3.003,-0.75015,0.63737,0.98436,-0.13692
8988,4,571.4,3.997,0.80606,0.47127,0.93372,-0.59567
8988,5,714.25,4.998,-0.038183,-0.012858,0.04029,-27.896
8988,6,857.1,5.999,0.0042358,-0.0054855,0.0069305,-43.185
8988,7,999.95,7,-0.014565,-0.024791,0.028753,-30.826
8989,0,0,0,1,0,1,-2.1918e-10
8989,1,142.85,1.001,0.29613,-0.91114,0.95805,-0.37223
8989,2,285.7,2.002,-0.7463,-0.5654,0.93629,-0.57178
8989,3,428.55,3.003,-0.68065,0.71194,0.98496,-0.13166
8989,4,571.4,3.997,0.92136,0.2678,0.95949,-0.35917
8989,5,714.25,4.998,-0.026937,-0.0078993,0.028071,-31.035
8989,6,857.1,5.999,0.0021736,-0.0028017,0.003546,-49.005
8989,7,999.95,7,-0.041833,-0.0555,0.0695,-23.16
8990,0,0,0,1,0,1,-2.0967e-10
8990,1,142.85,1.001,0.34009,-0.90009,0.96219,-0.33477
8990,2,285.7,2.002,-0.68849,-0.62617,0.93065,-0.62428
8990,3,428.55,3.003,-0.78368,0.5728,0.9707,-0.25834
8990,4,571.4,3.997,0.85542,0.42252,0.95408,-0.40829
8990,5,714.25,4.998,0.0074275,0.00025747,0.007432,-42.578
8990,6,857.1,5.999,0.013123,-0.012595,0.018189,-34.804
8990,7,999.95,7,-0.00485,-0.011076,0.012091,-38.351
8991,0,0,0,1,0,1,-2.0754e-10
8991,1,142.85,1.001,0.36519,-0.89227,0.96411,-0.31744
8991,2,285.7,2.002,-0.6545,-0.66662,0.93422,-0.59106
8991,3,428.55,3.003,-0.84385,0.49064,0.97612,-0.20996
8991,4,571.4,3.997,0.66499,0.69098,0.95899,-0.36369
8991,5,714.25,4.998,-0.048537,-0.031384,0.0578,-24.762
8991,6,857.1,5.999,0.008695,-0.0089063,0.012447,-38.099
8991,7,999.95,7,-0.0068483,-0.014707,0.016223,-35.797
8992,0,0,0,1,0,1,-2.0424e-10
8992,1,142.85,1.001,0.35653,-0.90601,0.97364,-0.23206
8992,2,285.7,2.002,-0.70096,-0.65415,0.95878,-0.36562
8992,3,428.55,3.003,-0.81485,0.55704,0.98705,-0.11318
8992,4,571.4,3.997,0.61003,0.71071,0.93662,-0.56877
8992,5,714.25,4.998,-0.1497,-0.15138,0.2129,-13.436
8992,6,857.1,5.999,0.01043,-0.008567,0.013497,-37.395
8992,7,999.95,7,-2.9706e-06,1.9642e-05,1.9866e-05,-94.038
8993,0,0,0,1,0,1,-2.0627e-10
8993,1,142.85,1.001,0.35875,-0.88454,0.95452,-0.40428
8993,2,285.7,2.002,-0.63331,-0.65382,0.91025,-0.81675
8993,3,428.55,3.003,-0.83192,0.47669,0.95881,-0.36533
8993,4,571.4,3.997,0.80083,0.53906,0.96536,-0.3062
8993,5,714.25,4.998,0.011619,0.00065763,0.011638,-38.682
8993,6,857.1,5.999,0.0031393,-0.0038962,0.0050036,-46.014
8993,7,999.95,7,-0.029144,-0.043732,0.052553,-25.588
8994,0,0,0,1,0,1,-2.171e-10
8994,1,142.85,1.001,0.35218,-0.89462,0.96145,-0.3415
8994,2,285.7,2.002,-0.67411,-0.64706,0.93441,-0.58925
8994,3,428.55,3.003,-0.79713,0.5766,0.98381,-0.14175
8994,4,571.4,3.997,0.78705,0.47488,0.91922,-0.73161
8994,5,714.25,4.998,-0.0067764,-0.0028219,0.0073405,-42.686
8994,6,857.1,5.999,0.00086363,-0.0011424,0.0014321,-56.881
8994,7,999.95,7,-0.043886,-0.053181,0.068951,-23.229
8995,0,0,0,1,0,1,-2.0325e-10
8995,1,142.85,1.001,0.36376,-0.89654,0.96753,-0.28671
8995,2,285.7,2.002,-0.67208,-0.65949,0.94161,-0.52261
8995,3,428.55,3.003,-0.81652,0.54119,0.97959,-0.17913
8995,4,571.4,3.997,0.80425,0.53296,0.96481,-0.31112
8995,5,714.25,4.998,-0.0074287,-0.0056041,0.0093055,-40.625
8995,6,857.1,5.999,0.0042654,-0.0049183,0.0065103,-43.728
8995,7,999.95,7,-0.019918,-0.033254,0.038763,-28.232
8996,0,0,0,1,0,1,-2.066e-10
8996,1,142.85,1.001,0.36901,-0.88829,0.96189,-0.33748
8996,2,285.7,2.002,-0.63726,-0.6736,0.92727,-0.65586
8996,3,428.55,3.003,-0.86284,0.44091,0.96896,-0.27384
8996,4,571.4,3.997,0.56247,0.78213,0.96338,-0.32403
8996,5,714.25,4.998,-0.1044,-0.095531,0.14151,-16.984
8996,6,857.1,5.999,0.010407,-0.0093706,0.014004,-37.075
8996,7,999.95,7,-0.0028841,-0.0070297,0.0075983,-42.386
8997,0,0,0,1,0,1,-2.0962e-10
8997,1,142.85,1.001,0.35494,-0.8912,0.95928,-0.36108
8997,2,285.7,2.002,-0.65288,-0.65223,0.92286,-0.69731
8997,3,428.55,3.003,-0.83284,0.48891,0.96574,-0.30277
8997,4,571.4,3.997,0.72963,0.63827,0.96941,-0.26986
8997,5,714.25,4.998,0.011715,0.0018177,0.011855,-38.522
8997,6,857.1,5.999,0.023327,-0.02062,0.031134,-30.135
8997,7,999.95,7,-0.0011198,-0.0022425,0.0025066,-52.018
8998,0,0,0,1,0,1,-2.1789e-10
8998,1,142.85,1.001,0.33732,-0.90845,0.96905,-0.27308
8998,2,285.7,2.002,-0.7188,-0.62456,0.95223,-0.42514
8998,3,428.55,3.003,-0.76742,0.61986,0.98649,-0.11813
8998,4,571.4,3.997,0.75151,0.56647,0.94109,-0.52735
8998,5,714.25,4.998,-0.078079,-0.042198,0.088753,-21.036
8998,6,857.1,5.999,0.006759,-0.0071705,0.009854,-40.128
8998,7,999.95,7,-0.0026958,-0.0059207,0.0065055,-43.734
8999,0,0,0,1,0,1,-2.0508e-10
8999,1,142.85,1.001,0.36096,-0.8911,0.96144,-0.34159
8999,2,285.7,2.002,-0.65175,-0.65756,0.92583,-0.66935
8999,3,428.55,3.003,-0.83216,0.4916,0.96652,-0.29575
8999,4,571.4,3.997,0.74929,0.61439,0.96898,-0.27371
8999,5,714.25,4.998,-0.0089171,-0.0085286,0.012339,-38.174
8999,6,857.1,5.999,0.0097071,-0.0097816,0.013781,-37.215
8999,7,999.95,7,-0.0081057,-0.017278,0.019085,-34.386
9000,0,0,0,1,0,1,-2.1132e-10
9000,1,142.85,1.001,0.33624,-0.89364,0.9548,-0.40171
9000,2,285.7,2.002,-0.66825,-0.62747,0.91666,-0.7558
9000,3,428.55,3.003,-0.80644,0.53283,0.96656,-0.29538
9000,4,571.4,3.997,0.77979,0.57544,0.96912,-0.27242
9000,5,714.25,4.998,-0.0091759,-0.0087657,0.01269,-37.931
9000,6,857.1,5.999,0.015534,-0.015252,0.02177,-33.243
9000,7,999.95,7,-0.0023596,-0.0052258,0.0057338,-44.831
9001,0,0,0,1,0,1,-2.0336e-10
9001,1,142.85,1.001,0.37508,-0.88554,0.9617,-0.33922
9001,2,285.7,2.002,-0.628,-0.67862,0.92461,-0.68083
9001,3,428.55,3.003,-0.86214,0.43199,0.96431,-0.31568
9001,4,571.4,3.997,0.62766,0.73975,0.97015,-0.26326
9001,5,714.25,4.998,-0.03085,-0.025222,0.039848,-27.992
9001,6,857.1,5.999,0.013848,-0.012976,0.018978,-34.435
9001,7,999.95,7,-0.0022851,-0.0053882,0.0058527,-44.653
9002,0,0,0,1,0,1,-2.0109e-10
9002,1,142.85,1.001,0.38457,-0.87895,0.9594,-0.36001
9002,2,285.7,2.002,-0.60317,-0.68696,0.91418,-0.77938
9002,3,428.55,3.003,-0.86409,0.38228,0.94488,-0.49248
9002,4,571.4,3.997,0.66616,0.6765,0.94943,-0.45071
9002,5,714.25,4.998,0.061313,0.033534,0.069885,-23.112
9002,6,857.1,5.999,0.026699,-0.02275,0.035077,-29.099
9002,7,999.95,7,-0.0017892,-0.0041602,0.0045286,-46.881
9003,0,0,0,1,0,1,-2.0729e-10
9003,1,142.85,1.001,0.34706,-0.90245,0.96688,-0.29253
9003,2,285.7,2.002,-0.69609,-0.63448,0.94186,-0.52026
9003,3,428.55,3.003,-0.78093,0.58981,0.97863,-0.18759
9003,4,571.4,3.997,0.87892,0.36952,0.95344,-0.41411
9003,5,714.25,4.998,0.02194,0.0063083,0.022829,-32.83
9003,6,857.1,5.999,0.01468,-0.01451,0.020641,-33.705
9003,7,999.95,7,-0.0026248,-0.0059009,0.0064583,-43.798
9004,0,0,0,1,0,1,-2.1925e-10
9004,1,142.85,1.001,0.29375,-0.91548,0.96145,-0.34145
9004,2,285.7,2.002,-0.75703,-0.56304,0.94346,-0.50557
9004,3,428.55,3.003,-0.69036,0.7037,0.9858,-0.12426
9004,4,571.4,3.997,0.86348,0.42257,0.96133,-0.34252
9004,5,714.25,4.998,-0.062488,-0.034043,0.071159,-22.955
9004,6,857.1,5.999,0.014478,-0.013897,0.020069,-33.95
9004,7,999.95,7,-4.2496e-05,1.9189e-05,4.6628e-05,-86.627
9005,0,0,0,1,0,1,-2.1371e-10
9005,1,142.85,1.001,0.33676,-0.89016,0.95173,-0.42971
9005,2,285.7,2.002,-0.65925,-0.62639,0.90938,-0.82509
9005,3,428.55,3.003,-0.80171,0.53452,0.96356,-0.3224
9005,4,571.4,3.997,0.84078,0.47422,0.9653,-0.30677
9005,5,714.25,4.998,0.0076009,-0.00050418,0.0076176,-42.364
9005,6,857.1,5.999,0.0056371,-0.0068393,0.008863,-41.048
9005,7,999.95,7,-0.01799,-0.030972,0.035817,-28.918
9006,0,0,0,1,0,1,-2.0803e-10
9006,1,142.85,1.001,0.3505,-0.89082,0.9573,-0.37907
9006,2,285.7,2.002,-0.66074,-0.64963,0.9266,-0.66211
9006,3,428.55,3.003,-0.81745,0.54566,0.98283,-0.15039
9006,4,571.4,3.997,0.66051,0.56458,0.86892,-1.2204
9006,5,714.25,4.998,-0.056245,-0.011968,0.057504,-24.806
9006,6,857.1,5.999,0.00061782,-0.00083166,0.001036,-59.693
9006,7,999.95,7,-0.037076,-0.045784,0.058913,-24.596
9007,0,0,0,1,0,1,-2.0825e-10
9007,1,142.85,1.001,0.34744,-0.8953,0.96035,-0.35141
9007,2,285.7,2.002,-0.67534,-0.64236,0.93205,-0.61124
9007,3,428.55,3.003,-0.80228,0.56659,0.98218,-0.15617
9007,4,571.4,3.997,0.76965,0.5257,0.93205,-0.61122
9007,5,714.25,4.998,-0.015043,-0.0056801,0.01608,-35.874
9007,6,857.1,5.999,0.001724,-0.0022227,0.002813,-51.017
9007,7,999.95,7,-0.052006,-0.064657,0.082976,-21.621
9008,0,0,0,1,0,1,-2.0381e-10
9008,1,142.85,1.001,0.36703,-0.89357,0.96601,-0.30033
9008,2,285.7,2.002,-0.65629,-0.66835,0.9367,-0.56801
9008,3,428.55,3.003,-0.84506,0.48236,0.97304,-0.2374
9008,4,571.4,3.997,0.68005,0.69345,0.97126,-0.25333
9008,5,714.25,4.998,-0.0060958,-0.010303,0.011971,-38.437
9008,6,857.1,5.999,0.026444,-0.021024,0.033783,-29.426
9008,7,999.95,7,-0.00054392,-0.0008601,0.0010177,-59.848
9009,0,0,0,1,0,1,-2.0359e-10
9009,1,142.85,1.001,0.38264,-0.87511,0.95511,-0.39891
9009,2,285.7,2.002,-0.58863,-0.68514,0.90327,-0.88367
9009,3,428.55,3.003,-0.86865,0.33986,0.93277,-0.60451
9009,4,571.4,3.997,0.54117,0.7959,0.96246,-0.33235
9009,5,714.25,4.998,0.023491,0.012291,0.026512,-31.531
9009,6,857.1,5.999,0.029781,-0.023113,0.037698,-28.474
9009,7,999.95,7,-0.0010369,-0.0022325,0.0024616,-52.176
9010,0,0,0,1,0,1,-2.0769e-10
9010,1,142.85,1.001,0.36442,-0.88812,0.95998,-0.35472
9010,2,285.7,2.002,-0.64365,-0.66891,0.9283,-0.64626
9010,3,428.55,3.003,-0.85032,0.48577,0.9793,-0.18173
9010,4,571.4,3.997,0.60669,0.6741,0.90691,-0.84873
9010,5,714.25,4.998,-0.074014,-0.031547,0.080456,-21.889
9010,6,857.1,5.999,0.0033863,-0.0043371,0.0055025,-45.189
9010,7,999.95,7,-0.015952,-0.026742,0.031139,-30.134
9011,0,0,0,1,0,1,-2.1342e-10
9011,1,142.85,1.001,0.31365,-0.91023,0.96276,-0.32967
9011,2,285.7,2.002,-0.73495,-0.5851,0.93941,-0.54291
9011,3,428.55,3.003,-0.70356,0.68466,0.98171,-0.1603
9011,4,571.4,3.997,0.93119,0.12063,0.93897,-0.54699
9011,5,714.25,4.998,0.012294,0.0012937,0.012362,-38.158
9011,6,857.1,5.999,0.0070795,-0.0081894,0.010825,-39.311
9011,7,999.95,7,-0.013987,-0.025565,0.029141,-30.71
9012,0,0,0,1,0,1,-2.1256e-10
9012,1,142.85,1.001,0.34267,-0.8942,0.95761,-0.37626
9012,2,285.7,2.002,-0.66949,-0.63395,0.92201,-0.70527
9012,3,428.55,3.003,-0.80466,0.54216,0.97026,-0.26223
9012,4,571.4,3.997,0.81345,0.52316,0.96716,-0.29001
9012,5,714.25,4.998,-0.0033039,-0.0046408,0.0056967,-44.887
9012,6,857.1,5.999,0.0087565,-0.009625,0.013012,-37.713
9012,7,999.95,7,-0.0083516,-0.016945,0.018891,-34.475
9013,0,0,0,1,0,1,-2.0499e-10
9013,1,142.85,1.001,0.36791,-0.8889,0.96203,-0.33624
9013,2,285.7,2.002,-0.63942,-0.66885,0.92532,-0.67416
9013,3,428.55,3.003,-0.85146,0.44688,0.9616,-0.34007
9013,4,571.4,3.997,0.64514,0.72624,0.9714,-0.25202
9013,5,714.25,4.998,-0.01445,-0.018342,0.02335,-32.634
9013,6,857.1,5.999,0.027849,-0.021061,0.034916,-29.139
9013,7,999.95,7,-7.6419e-05,-3.1235e-08,7.6419e-05,-82.336
9014,0,0,0,1,0,1,-2.0706e-10
9014,1,142.85,1.001,0.3547,-0.89056,0.9586,-0.36726
9014,2,285.7,2.002,-0.65384,-0.65439,0.92506,-0.67663
9014,3,428.55,3.003,-0.83491,0.50481,0.97566,-0.21407
9014,4,571.4,3.997,0.68074,0.65437,0.94425,-0.49829
9014,5,714.25,4.998,-0.04255,-0.021684,0.047756,-26.419
9014,6,857.1,5.999,0.00757,-0.0087674,0.011583,-38.723
9014,7,999.95,7,-0.0060536,-0.012268,0.013681,-37.278
9015,0,0,0,1,0,1,-2.0884e-10
9015,1,142.85,1.001,0.34445,-0.89553,0.95949,-0.35921
9015,2,285.7,2.002,-0.67194,-0.63949,0.9276,-0.65278
9015,3,428.55,3.003,-0.81655,0.53319,0.97522,-0.21796
9015,4,571.4,3.997,0.71884,0.63892,0.96175,-0.33878
9015,5,714.25,4.998,-0.04749,-0.030353,0.056361,-24.98
9015,6,857.1,5.999,0.01301,-0.012868,0.018298,-34.752
9015,7,999.95,7,-0.0013204,-0.0028081,0.003103,-50.164
9016,0,0,0,1,0,1,-2.0959e-10
9016,1,142.85,1.001,0.35743,-0.88846,0.95766,-0.37573
9016,2,285.7,2.002,-0.64377,-0.65915,0.92137,-0.71133
9016,3,428.55,3.003,-0.84798,0.47175,0.97037,-0.26125
9016,4,571.4,3.997,0.63772,0.71425,0.95752,-0.37704
9016,5,714.25,4.998,-0.038893,-0.027262,0.047496,-26.467
9016,6,857.1,5.999,0.016555,-0.01635,0.023268,-32.665
9016,7,999.95,7,-0.0010476,-0.0020624,0.0023132,-52.716
9017,0,0,0,1,0,1,-1.9542e-10
9017,1,142.85,1.001,0.40287,-0.88318,0.97072,-0.25808
9017,2,285.7,2.002,-0.61182,-0.71686,0.94245,-0.51483
9017,3,428.55,3.003,-0.8962,0.37855,0.97287,-0.23889
9017,4,571.4,3.997,0.4793,0.84207,0.96892,-0.27424
9017,5,714.25,4.998,-0.068543,-0.080202,0.1055,-19.535
9017,6,857.1,5.999,0.023751,-0.01755,0.029532,-30.594
9017,7,999.95,7,9.9582e-05,-0.00013929,0.00017123,-75.329
9018,0,0,0,1,0,1,-2.0709e-10
9018,1,142.85,1.001,0.35089,-0.89244,0.95894,-0.36417
9018,2,285.7,2.002,-0.6627,-0.64581,0.92534,-0.67401
9018,3,428.55,3.003,-0.81585,0.53367,0.97489,-0.22088
9018,4,571.4,3.997,0.78505,0.55179,0.95957,-0.35848
9018,5,714.25,4.998,-0.0075168,-0.0055414,0.0093386,-40.594
9018,6,857.1,5.999,0.0065774,-0.0079706,0.010334,-39.715
9018,7,999.95,7,-0.0076542,-0.014741,0.01661,-35.593
9019,0,0,0,1,0,1,-1.9781e-10
9019,1,142.85,1.001,0.39214,-0.88689,0.96972,-0.26708
9019,2,285.7,2.002,-0.6261,-0.69894,0.93837,-0.55256
9019,3,428.55,3.003,-0.87306,0.40919,0.96419,-0.31673
9019,4,571.4,3.997,0.58886,0.76974,0.96915,-0.27216
9019,5,714.25,4.998,-0.017509,-0.025443,0.030886,-30.205
9019,6,857.1,5.999,0.027955,-0.018803,0.03369,-29.45
9019,7,999.95,7,-0.00021364,-0.00022353,0.0003092,-70.195
9020,0,0,0,1,0,1,-2.0323e-10
9020,1,142.85,1.001,0.37213,-0.8887,0.96346,-0.32329
9020,2,285.7,2.002,-0.63594,-0.67369,0.92644,-0.6637
9020,3,428.55,3.003,-0.85534,0.43027,0.95747,-0.37754
9020,4,571.4,3.997,0.61089,0.75051,0.9677,-0.28516
9020,5,714.25,4.998,-0.015556,-0.023901,0.028518,-30.898
9020,6,857.1,5.999,0.034931,-0.022712,0.041665,-27.604
9020,7,999.95,7,8.8578e-05,-1.6342e-05,9.0073e-05,-80.908
9021,0,0,0,1,0,1,-2.1738e-10
9021,1,142.85,1.001,0.29774,-0.91914,0.96616,-0.29899
9021,2,285.7,2.002,-0.76453,-0.56291,0.9494,-0.45099
9021,3,428.55,3.003,-0.68529,0.70763,0.98507,-0.13063
9021,4,571.4,3.997,0.89867,0.36058,0.96831,-0.27967
9021,5,714.25,4.998,-0.049618,-0.031787,0.058927,-24.594
9021,6,857.1,5.999,0.015619,-0.013432,0.0206,-33.722
9021,7,999.95,7,-0.00023693,-0.00022451,0.0003264,-69.725
9022,0,0,0,1,0,1,-2.0932e-10
9022,1,142.85,1.001,0.34274,-0.89538,0.95874,-0.366
9022,2,285.7,2.002,-0.67422,-0.63679,0.9274,-0.65466
9022,3,428.55,3.003,-0.80802,0.55086,0.97792,-0.1939
9022,4,571.4,3.997,0.74587,0.58849,0.95008,-0.44484
9022,5,714.25,4.998,-0.041171,-0.019029,0.045356,-26.867
9022,6,857.1,5.999,0.0053834,-0.0063629,0.0083347,-41.582
9022,7,999.95,7,-0.011252,-0.020917,0.023752,-32.486
9023,0,0,0,1,0,1,-2.0974e-10
